point,call_count
2024-04-16 03:18:00,58264.0
2024-04-16 03:19:00,59301.0
2024-04-16 03:20:00,60021.5
2024-04-16 03:21:00,59276.5
2024-04-16 03:22:00,58355.0
2024-04-16 03:23:00,58159.5
2024-04-16 03:24:00,58532.5
2024-04-16 03:25:00,58806.0
2024-04-16 03:26:00,58601.5
2024-04-16 03:27:00,56906.5
2024-04-16 03:28:00,54117.5
2024-04-16 03:29:00,53302.0
2024-04-16 03:30:00,54142.5
2024-04-16 03:31:00,53903.5
2024-04-16 03:32:00,54321.0
2024-04-16 03:33:00,54150.0
2024-04-16 03:34:00,55729.5
2024-04-16 03:35:00,58247.0
2024-04-16 03:36:00,57620.5
2024-04-16 03:37:00,57597.5
2024-04-16 03:38:00,58061.5
2024-04-16 03:39:00,57388.0
2024-04-16 03:40:00,56885.5
2024-04-16 03:41:00,57162.5
2024-04-16 03:42:00,57934.5
2024-04-16 03:43:00,58167.5
2024-04-16 03:44:00,57211.5
2024-04-16 03:45:00,56404.0
2024-04-16 03:46:00,55431.0
2024-04-16 03:47:00,56301.5
2024-04-16 03:48:00,58187.0
2024-04-16 03:49:00,57191.0
2024-04-16 03:50:00,57494.0
2024-04-16 03:51:00,58620.0
2024-04-16 03:52:00,57342.0
2024-04-16 03:53:00,55608.0
2024-04-16 03:54:00,54852.5
2024-04-16 03:55:00,55665.5
2024-04-16 03:56:00,56021.5
2024-04-16 03:57:00,55056.5
2024-04-16 03:58:00,54231.0
2024-04-16 03:59:00,54208.5
2024-04-16 04:00:00,53387.5
2024-04-16 04:01:00,53159.5
2024-04-16 04:02:00,54536.5
2024-04-16 04:03:00,54303.5
2024-04-16 04:04:00,54201.5
2024-04-16 04:05:00,53743.5
2024-04-16 04:06:00,53864.0
2024-04-16 04:07:00,53821.5
2024-04-16 04:08:00,53877.0
2024-04-16 04:09:00,55032.5
2024-04-16 04:10:00,54708.0
2024-04-16 04:11:00,55208.5
2024-04-16 04:12:00,56925.0
2024-04-16 04:13:00,58096.5
2024-04-16 04:14:00,59782.5
2024-04-16 04:15:00,60943.5
2024-04-16 04:16:00,60661.0
2024-04-16 04:17:00,58232.5
2024-04-16 04:18:00,56466.5
2024-04-16 04:19:00,57371.0
2024-04-16 04:20:00,57806.5
2024-04-16 04:21:00,57183.5
2024-04-16 04:22:00,54925.0
2024-04-16 04:23:00,54973.5
2024-04-16 04:24:00,55341.5
2024-04-16 04:25:00,53818.0
2024-04-16 04:26:00,53478.0
2024-04-16 04:27:00,53856.5
2024-04-16 04:28:00,55125.5
2024-04-16 04:29:00,57668.5
2024-04-16 04:30:00,59007.0
2024-04-16 04:31:00,58274.0
2024-04-16 04:32:00,58397.0
2024-04-16 04:33:00,58759.5
2024-04-16 04:34:00,59524.0
2024-04-16 04:35:00,60200.5
2024-04-16 04:36:00,59992.0
2024-04-16 04:37:00,58269.5
2024-04-16 04:38:00,56520.0
2024-04-16 04:39:00,58279.5
2024-04-16 04:40:00,59834.5
2024-04-16 04:41:00,58972.5
2024-04-16 04:42:00,59854.0
2024-04-16 04:43:00,61840.5
2024-04-16 04:44:00,62017.5
2024-04-16 04:45:00,61896.0
2024-04-16 04:46:00,60361.5
2024-04-16 04:47:00,58242.0
2024-04-16 04:48:00,57949.0
2024-04-16 04:49:00,57664.5
2024-04-16 04:50:00,58760.5
2024-04-16 04:51:00,59401.5
2024-04-16 04:52:00,58107.0
2024-04-16 04:53:00,59097.0
2024-04-16 04:54:00,59953.5
2024-04-16 04:55:00,59427.5
2024-04-16 04:56:00,58351.5
2024-04-16 04:57:00,56681.0
2024-04-16 04:58:00,56700.5
2024-04-16 04:59:00,57378.0
2024-04-16 05:00:00,56789.0
2024-04-16 05:01:00,56647.5
2024-04-16 05:02:00,57512.5
2024-04-16 05:03:00,58234.5
2024-04-16 05:04:00,60312.5
2024-04-16 05:05:00,61550.0
2024-04-16 05:06:00,59196.5
2024-04-16 05:07:00,58052.5
2024-04-16 05:08:00,58595.5
2024-04-16 05:09:00,58536.5
2024-04-16 05:10:00,58051.5
2024-04-16 05:11:00,58719.0
2024-04-16 05:12:00,59055.0
2024-04-16 05:13:00,58139.0
2024-04-16 05:14:00,58336.5
2024-04-16 05:15:00,58342.5
2024-04-16 05:16:00,57639.0
2024-04-16 05:17:00,58373.0
2024-04-16 05:18:00,59905.5
2024-04-16 05:19:00,62643.5
2024-04-16 05:20:00,63600.0
2024-04-16 05:21:00,61882.0
2024-04-16 05:22:00,61558.0
2024-04-16 05:23:00,61415.0
2024-04-16 05:24:00,62062.5
2024-04-16 05:25:00,61642.0
2024-04-16 05:26:00,61437.5
2024-04-16 05:27:00,60854.5
2024-04-16 05:28:00,60131.0
2024-04-16 05:29:00,61305.0
2024-04-16 05:30:00,60495.0
2024-04-16 05:31:00,60919.0
2024-04-16 05:32:00,61595.5
2024-04-16 05:33:00,61803.0
2024-04-16 05:34:00,60733.5
2024-04-16 05:35:00,59504.5
2024-04-16 05:36:00,60924.5
2024-04-16 05:37:00,61766.5
2024-04-16 05:38:00,60835.5
2024-04-16 05:39:00,60547.0
2024-04-16 05:40:00,60623.0
2024-04-16 05:41:00,60617.5
2024-04-16 05:42:00,61961.5
2024-04-16 05:43:00,62728.5
2024-04-16 05:44:00,63259.5
2024-04-16 05:45:00,63763.5
2024-04-16 05:46:00,64324.5
2024-04-16 05:47:00,65395.0
2024-04-16 05:48:00,64970.0
2024-04-16 05:49:00,63094.0
2024-04-16 05:50:00,64831.0
2024-04-16 05:51:00,67484.0
2024-04-16 05:52:00,69788.0
2024-04-16 05:53:00,72905.0
2024-04-16 05:54:00,71984.5
2024-04-16 05:55:00,70541.0
2024-04-16 05:56:00,68768.0
2024-04-16 05:57:00,66908.5
2024-04-16 05:58:00,67328.5
2024-04-16 05:59:00,67654.0
2024-04-16 06:00:00,70281.0
2024-04-16 06:01:00,70831.0
2024-04-16 06:02:00,66015.5
2024-04-16 06:03:00,63943.0
2024-04-16 06:04:00,66120.0
2024-04-16 06:05:00,64808.5
2024-04-16 06:06:00,62743.5
2024-04-16 06:07:00,64203.5
2024-04-16 06:08:00,64977.5
2024-04-16 06:09:00,65346.5
2024-04-16 06:10:00,66689.5
2024-04-16 06:11:00,66616.0
2024-04-16 06:12:00,64492.5
2024-04-16 06:13:00,62504.0
2024-04-16 06:14:00,61568.5
2024-04-16 06:15:00,63977.0
2024-04-16 06:16:00,67010.0
2024-04-16 06:17:00,69097.0
2024-04-16 06:18:00,69252.0
2024-04-16 06:19:00,68665.0
2024-04-16 06:20:00,70540.0
2024-04-16 06:21:00,71473.5
2024-04-16 06:22:00,70285.0
2024-04-16 06:23:00,69418.5
2024-04-16 06:24:00,70815.0
2024-04-16 06:25:00,70824.5
2024-04-16 06:26:00,69976.5
2024-04-16 06:27:00,71841.0
2024-04-16 06:28:00,71370.5
2024-04-16 06:29:00,68867.5
2024-04-16 06:30:00,72168.0
2024-04-16 06:31:00,74482.0
2024-04-16 06:32:00,73534.0
2024-04-16 06:33:00,74656.0
2024-04-16 06:34:00,75141.0
2024-04-16 06:35:00,76372.5
2024-04-16 06:36:00,77779.5
2024-04-16 06:37:00,75424.5
2024-04-16 06:38:00,71268.5
2024-04-16 06:39:00,69939.5
2024-04-16 06:40:00,70335.0
2024-04-16 06:41:00,70234.5
2024-04-16 06:42:00,72228.0
2024-04-16 06:43:00,73037.5
2024-04-16 06:44:00,70444.5
2024-04-16 06:45:00,68815.5
2024-04-16 06:46:00,68937.5
2024-04-16 06:47:00,69857.0
2024-04-16 06:48:00,70776.0
2024-04-16 06:49:00,75413.5
2024-04-16 06:50:00,79488.5
2024-04-16 06:51:00,77051.5
2024-04-16 06:52:00,76428.0
2024-04-16 06:53:00,77847.0
2024-04-16 06:54:00,75351.0
2024-04-16 06:55:00,73479.5
2024-04-16 06:56:00,73369.0
2024-04-16 06:57:00,73286.5
2024-04-16 06:58:00,73396.0
2024-04-16 06:59:00,73864.0
2024-04-16 07:00:00,74901.0
2024-04-16 07:01:00,76507.5
2024-04-16 07:02:00,79443.5
2024-04-16 07:03:00,80617.5
2024-04-16 07:04:00,77693.5
2024-04-16 07:05:00,75809.5
2024-04-16 07:06:00,77747.0
2024-04-16 07:07:00,78850.0
2024-04-16 07:08:00,78386.0
2024-04-16 07:09:00,76211.5
2024-04-16 07:10:00,75541.5
2024-04-16 07:11:00,75714.0
2024-04-16 07:12:00,74504.5
2024-04-16 07:13:00,77697.0
2024-04-16 07:14:00,81617.5
2024-04-16 07:15:00,81671.5
2024-04-16 07:16:00,80919.0
2024-04-16 07:17:00,80420.5
2024-04-16 07:18:00,84273.0
2024-04-16 07:19:00,88052.0
2024-04-16 07:20:00,85291.5
2024-04-16 07:21:00,85387.5
2024-04-16 07:22:00,85399.5
2024-04-16 07:23:00,82762.0
2024-04-16 07:24:00,81492.0
2024-04-16 07:25:00,83193.5
2024-04-16 07:26:00,87233.5
2024-04-16 07:27:00,85733.0
2024-04-16 07:28:00,83998.0
2024-04-16 07:29:00,84577.0
2024-04-16 07:30:00,87215.0
2024-04-16 07:31:00,87844.0
2024-04-16 07:32:00,85644.5
2024-04-16 07:33:00,86037.5
2024-04-16 07:34:00,86202.0
2024-04-16 07:35:00,86985.0
2024-04-16 07:36:00,88068.0
2024-04-16 07:37:00,86267.0
2024-04-16 07:38:00,86233.0
2024-04-16 07:39:00,88486.0
2024-04-16 07:40:00,89613.0
2024-04-16 07:41:00,90307.5
2024-04-16 07:42:00,91875.0
2024-04-16 07:43:00,92891.5
2024-04-16 07:44:00,90715.0
2024-04-16 07:45:00,89271.0
2024-04-16 07:46:00,89263.5
2024-04-16 07:47:00,88284.5
2024-04-16 07:48:00,89520.5
2024-04-16 07:49:00,89053.0
2024-04-16 07:50:00,87635.0
2024-04-16 07:51:00,88895.0
2024-04-16 07:52:00,89973.0
2024-04-16 07:53:00,90807.5
2024-04-16 07:54:00,91927.0
2024-04-16 07:55:00,94309.5
2024-04-16 07:56:00,93216.5
2024-04-16 07:57:00,91439.5
2024-04-16 07:58:00,91888.5
2024-04-16 07:59:00,92937.5
2024-04-16 08:00:00,93437.0
2024-04-16 08:01:00,91903.0
2024-04-16 08:02:00,90126.5
2024-04-16 08:03:00,89393.0
2024-04-16 08:04:00,86791.5
2024-04-16 08:05:00,87732.5
2024-04-16 08:06:00,90527.0
2024-04-16 08:07:00,89847.0
2024-04-16 08:08:00,90178.0
2024-04-16 08:09:00,88515.0
2024-04-16 08:10:00,88568.5
2024-04-16 08:11:00,91395.5
2024-04-16 08:12:00,90763.5
2024-04-16 08:13:00,88791.5
2024-04-16 08:14:00,89345.5
2024-04-16 08:15:00,87127.5
2024-04-16 08:16:00,84550.0
2024-04-16 08:17:00,85856.5
2024-04-16 08:18:00,86882.0
2024-04-16 08:19:00,86713.0
2024-04-16 08:20:00,85485.5
2024-04-16 08:21:00,83403.5
2024-04-16 08:22:00,84008.5
2024-04-16 08:23:00,86784.0
2024-04-16 08:24:00,83816.0
2024-04-16 08:25:00,83170.0
2024-04-16 08:26:00,84995.5
2024-04-16 08:27:00,85679.0
2024-04-16 08:28:00,86452.0
2024-04-16 08:29:00,89817.0
2024-04-16 08:30:00,93061.0
2024-04-16 08:31:00,93384.0
2024-04-16 08:32:00,95277.5
2024-04-16 08:33:00,95355.0
2024-04-16 08:34:00,93891.0
2024-04-16 08:35:00,95666.5
2024-04-16 08:36:00,97352.5
2024-04-16 08:37:00,96062.0
2024-04-16 08:38:00,98081.5
2024-04-16 08:39:00,102050.5
2024-04-16 08:40:00,104387.5
2024-04-16 08:41:00,105258.0
2024-04-16 08:42:00,110260.5
2024-04-16 08:43:00,115419.5
2024-04-16 08:44:00,118297.0
2024-04-16 08:45:00,119291.0
2024-04-16 08:46:00,118781.5
2024-04-16 08:47:00,120627.0
2024-04-16 08:48:00,118045.0
2024-04-16 08:49:00,116906.0
2024-04-16 08:50:00,118061.5
2024-04-16 08:51:00,114965.5
2024-04-16 08:52:00,117690.5
2024-04-16 08:53:00,118124.0
2024-04-16 08:54:00,113052.0
2024-04-16 08:55:00,110194.5
2024-04-16 08:56:00,109245.5
2024-04-16 08:57:00,108255.0
2024-04-16 08:58:00,112195.0
2024-04-16 08:59:00,116815.0
2024-04-16 09:00:00,115127.0
2024-04-16 09:01:00,113416.0
2024-04-16 09:02:00,114282.5
2024-04-16 09:03:00,115899.0
2024-04-16 09:04:00,114421.0
2024-04-16 09:05:00,113465.0
2024-04-16 09:06:00,115738.0
2024-04-16 09:07:00,118628.0
2024-04-16 09:08:00,118100.0
2024-04-16 09:09:00,120116.5
2024-04-16 09:10:00,122632.0
2024-04-16 09:11:00,123350.5
2024-04-16 09:12:00,122082.5
2024-04-16 09:13:00,118916.0
2024-04-16 09:14:00,120721.5
2024-04-16 09:15:00,121441.0
2024-04-16 09:16:00,117831.5
2024-04-16 09:17:00,116712.0
2024-04-16 09:18:00,118242.5
2024-04-16 09:19:00,117981.5
2024-04-16 09:20:00,119882.0
2024-04-16 09:21:00,121152.5
2024-04-16 09:22:00,118442.5
2024-04-16 09:23:00,118546.0
2024-04-16 09:24:00,118770.5
2024-04-16 09:25:00,115368.5
2024-04-16 09:26:00,111946.5
2024-04-16 09:27:00,113393.0
2024-04-16 09:28:00,119349.5
2024-04-16 09:29:00,123911.0
2024-04-16 09:30:00,126111.0
2024-04-16 09:31:00,129665.5
2024-04-16 09:32:00,133056.5
2024-04-16 09:33:00,136423.5
2024-04-16 09:34:00,135919.5
2024-04-16 09:35:00,132780.0
2024-04-16 09:36:00,137482.5
2024-04-16 09:37:00,144750.5
2024-04-16 09:38:00,147959.0
2024-04-16 09:39:00,146531.0
2024-04-16 09:40:00,146438.5
2024-04-16 09:41:00,151695.5
2024-04-16 09:42:00,158000.0
2024-04-16 09:43:00,159035.0
2024-04-16 09:44:00,159405.5
2024-04-16 09:45:00,161155.0
2024-04-16 09:46:00,168216.5
2024-04-16 09:47:00,176107.0
2024-04-16 09:48:00,174373.5
2024-04-16 09:49:00,176682.0
2024-04-16 09:50:00,177358.0
2024-04-16 09:51:00,175390.0
2024-04-16 09:52:00,181901.5
2024-04-16 09:53:00,187967.0
2024-04-16 09:54:00,185660.0
2024-04-16 09:55:00,179663.5
2024-04-16 09:56:00,173984.0
2024-04-16 09:57:00,172828.0
2024-04-16 09:58:00,173113.5
2024-04-16 09:59:00,171218.5
2024-04-16 10:00:00,167562.5
2024-04-16 10:01:00,164278.0
2024-04-16 10:02:00,158861.0
2024-04-16 10:03:00,149859.5
2024-04-16 10:04:00,146611.0
2024-04-16 10:05:00,146529.0
2024-04-16 10:06:00,142681.5
2024-04-16 10:07:00,137336.5
2024-04-16 10:08:00,137206.0
2024-04-16 10:09:00,141272.5
2024-04-16 10:10:00,142720.0
2024-04-16 10:11:00,140283.5
2024-04-16 10:12:00,133569.5
2024-04-16 10:13:00,128228.5
2024-04-16 10:14:00,128193.5
2024-04-16 10:15:00,126294.0
2024-04-16 10:16:00,125795.5
2024-04-16 10:17:00,128303.0
2024-04-16 10:18:00,133216.0
2024-04-16 10:19:00,133735.0
2024-04-16 10:20:00,131203.5
2024-04-16 10:21:00,131685.5
2024-04-16 10:22:00,127310.5
2024-04-16 10:23:00,123024.0
2024-04-16 10:24:00,124772.0
2024-04-16 10:25:00,128946.0
2024-04-16 10:26:00,130365.5
2024-04-16 10:27:00,125239.5
2024-04-16 10:28:00,122867.5
2024-04-16 10:29:00,125514.0
2024-04-16 10:30:00,125101.5
2024-04-16 10:31:00,126542.5
2024-04-16 10:32:00,125987.5
2024-04-16 10:33:00,122021.5
2024-04-16 10:34:00,124292.0
2024-04-16 10:35:00,128222.5
2024-04-16 10:36:00,129501.5
2024-04-16 10:37:00,129908.5
2024-04-16 10:38:00,133546.0
2024-04-16 10:39:00,136521.5
2024-04-16 10:40:00,129714.5
2024-04-16 10:41:00,122220.5
2024-04-16 10:42:00,123096.0
2024-04-16 10:43:00,125583.5
2024-04-16 10:44:00,128980.5
2024-04-16 10:45:00,133027.5
2024-04-16 10:46:00,140220.0
2024-04-16 10:47:00,145363.5
2024-04-16 10:48:00,140141.5
2024-04-16 10:49:00,134952.5
2024-04-16 10:50:00,135829.0
2024-04-16 10:51:00,138436.0
2024-04-16 10:52:00,140674.5
2024-04-16 10:53:00,142603.0
2024-04-16 10:54:00,141672.0
2024-04-16 10:55:00,137762.5
2024-04-16 10:56:00,137343.0
2024-04-16 10:57:00,140347.0
2024-04-16 10:58:00,138620.5
2024-04-16 10:59:00,134930.5
2024-04-16 11:00:00,131207.5
2024-04-16 11:01:00,127787.5
2024-04-16 11:02:00,129718.0
2024-04-16 11:03:00,132244.0
2024-04-16 11:04:00,131618.0
2024-04-16 11:05:00,134180.5
2024-04-16 11:06:00,136128.5
2024-04-16 11:07:00,133554.5
2024-04-16 11:08:00,131552.5
2024-04-16 11:09:00,130286.5
2024-04-16 11:10:00,129815.0
2024-04-16 11:11:00,132423.5
2024-04-16 11:12:00,133690.5
2024-04-16 11:13:00,126034.0
2024-04-16 11:14:00,121314.5
2024-04-16 11:15:00,124158.5
2024-04-16 11:16:00,125485.5
2024-04-16 11:17:00,123628.0
2024-04-16 11:18:00,122290.0
2024-04-16 11:19:00,123241.5
2024-04-16 11:20:00,124452.5
2024-04-16 11:21:00,126772.0
2024-04-16 11:22:00,123165.5
2024-04-16 11:23:00,120197.0
2024-04-16 11:24:00,120357.5
2024-04-16 11:25:00,119417.0
2024-04-16 11:26:00,120526.0
2024-04-16 11:27:00,121040.0
2024-04-16 11:28:00,124021.0
2024-04-16 11:29:00,129059.5
2024-04-16 11:30:00,129481.0
2024-04-16 11:31:00,127990.5
2024-04-16 11:32:00,130277.0
2024-04-16 11:33:00,132887.5
2024-04-16 11:34:00,134204.0
2024-04-16 11:35:00,133845.0
2024-04-16 11:36:00,130408.0
2024-04-16 11:37:00,128232.5
2024-04-16 11:38:00,130988.0
2024-04-16 11:39:00,131064.0
2024-04-16 11:40:00,132082.0
2024-04-16 11:41:00,133721.5
2024-04-16 11:42:00,131765.5
2024-04-16 11:43:00,135258.0
2024-04-16 11:44:00,138188.0
2024-04-16 11:45:00,134564.5
2024-04-16 11:46:00,130120.5
2024-04-16 11:47:00,131625.0
2024-04-16 11:48:00,135712.5
2024-04-16 11:49:00,137968.5
2024-04-16 11:50:00,129520.5
2024-04-16 11:51:00,121094.5
2024-04-16 11:52:00,123346.0
2024-04-16 11:53:00,127387.0
2024-04-16 11:54:00,130343.0
2024-04-16 11:55:00,130489.5
2024-04-16 11:56:00,131415.5
2024-04-16 11:57:00,133193.0
2024-04-16 11:58:00,136536.5
2024-04-16 11:59:00,130839.0
2024-04-16 12:00:00,123763.0
2024-04-16 12:01:00,125880.0
2024-04-16 12:02:00,127387.0
2024-04-16 12:03:00,130882.5
2024-04-16 12:04:00,132039.5
2024-04-16 12:05:00,131755.5
2024-04-16 12:06:00,135468.0
2024-04-16 12:07:00,136090.0
2024-04-16 12:08:00,134644.5
2024-04-16 12:09:00,132602.0
2024-04-16 12:10:00,131067.0
2024-04-16 12:11:00,131967.5
2024-04-16 12:12:00,133333.0
2024-04-16 12:13:00,131103.0
2024-04-16 12:14:00,128250.0
2024-04-16 12:15:00,130373.5
2024-04-16 12:16:00,132082.5
2024-04-16 12:17:00,130925.5
2024-04-16 12:18:00,130830.5
2024-04-16 12:19:00,131414.0
2024-04-16 12:20:00,128851.5
2024-04-16 12:21:00,128786.0
2024-04-16 12:22:00,133699.0
2024-04-16 12:23:00,133324.0
2024-04-16 12:24:00,131290.0
2024-04-16 12:25:00,131049.0
2024-04-16 12:26:00,126075.5
2024-04-16 12:27:00,124542.0
2024-04-16 12:28:00,124026.0
