point,apdex
2024-04-16 01:38:00,310.194
2024-04-16 01:39:00,302.332
2024-04-16 01:40:00,313.457
2024-04-16 01:41:00,313.683
2024-04-16 01:42:00,300.853
2024-04-16 01:43:00,307.854
2024-04-16 01:44:00,317.769
2024-04-16 01:45:00,315.023
2024-04-16 01:46:00,303.414
2024-04-16 01:47:00,300.677
2024-04-16 01:48:00,302.67
2024-04-16 01:49:00,302.497
2024-04-16 01:50:00,302.996
2024-04-16 01:51:00,307.596
2024-04-16 01:52:00,303.446
2024-04-16 01:53:00,303.42
2024-04-16 01:54:00,304.542
2024-04-16 01:55:00,307.278
2024-04-16 01:56:00,307.327
2024-04-16 01:57:00,303.452
2024-04-16 01:58:00,309.129
2024-04-16 01:59:00,313.304
2024-04-16 02:00:00,307.397
2024-04-16 02:01:00,301.691
2024-04-16 02:02:00,298.701
2024-04-16 02:03:00,304.116
2024-04-16 02:04:00,307.266
2024-04-16 02:05:00,313.718
2024-04-16 02:06:00,319.504
2024-04-16 02:07:00,309.83
2024-04-16 02:08:00,294.462
2024-04-16 02:09:00,304.92
2024-04-16 02:10:00,318.136
2024-04-16 02:11:00,319.747
2024-04-16 02:12:00,302.38
2024-04-16 02:13:00,310.773
2024-04-16 02:14:00,318.669
2024-04-16 02:15:00,308.638
2024-04-16 02:16:00,304.668
2024-04-16 02:17:00,294.643
2024-04-16 02:18:00,300.305
2024-04-16 02:19:00,304.501
2024-04-16 02:20:00,309.367
2024-04-16 02:21:00,303.314
2024-04-16 02:22:00,297.667
2024-04-16 02:23:00,294.694
2024-04-16 02:24:00,298.702
2024-04-16 02:25:00,304.418
2024-04-16 02:26:00,304.354
2024-04-16 02:27:00,294.942
2024-04-16 02:28:00,300.525
2024-04-16 02:29:00,304.432
2024-04-16 02:30:00,298.882
2024-04-16 02:31:00,308.168
2024-04-16 02:32:00,316.045
2024-04-16 02:33:00,306.135
2024-04-16 02:34:00,298.12
2024-04-16 02:35:00,301.823
2024-04-16 02:36:00,304.288
2024-04-16 02:37:00,300.067
2024-04-16 02:38:00,294.191
2024-04-16 02:39:00,298.844
2024-04-16 02:40:00,299.087
2024-04-16 02:41:00,298.577
2024-04-16 02:42:00,294.61
2024-04-16 02:43:00,294.659
2024-04-16 02:44:00,304.678
2024-04-16 02:45:00,305.125
2024-04-16 02:46:00,304.902
2024-04-16 02:47:00,300.735
2024-04-16 02:48:00,300.353
2024-04-16 02:49:00,300.943
2024-04-16 02:50:00,318.251
2024-04-16 02:51:00,316.843
2024-04-16 02:52:00,308.604
2024-04-16 02:53:00,306.947
2024-04-16 02:54:00,305.07
2024-04-16 02:55:00,305.477
2024-04-16 02:56:00,305.679
2024-04-16 02:57:00,304.178
2024-04-16 02:58:00,297.507
2024-04-16 02:59:00,301.605
2024-04-16 03:00:00,301.695
2024-04-16 03:01:00,303.161
2024-04-16 03:02:00,305.552
2024-04-16 03:03:00,300.959
2024-04-16 03:04:00,301.416
2024-04-16 03:05:00,301.734
2024-04-16 03:06:00,305.149
2024-04-16 03:07:00,315.474
2024-04-16 03:08:00,308.954
2024-04-16 03:09:00,305.632
2024-04-16 03:10:00,309.102
2024-04-16 03:11:00,301.791
2024-04-16 03:12:00,303.589
2024-04-16 03:13:00,309.2
2024-04-16 03:14:00,307.568
2024-04-16 03:15:00,303.18
2024-04-16 03:16:00,309.428
2024-04-16 03:17:00,309.027
2024-04-16 03:18:00,314.577
2024-04-16 03:19:00,313.406
2024-04-16 03:20:00,307.815
2024-04-16 03:21:00,304.931
2024-04-16 03:22:00,300.695
2024-04-16 03:23:00,302.501
2024-04-16 03:24:00,300.755
2024-04-16 03:25:00,298.871
2024-04-16 03:26:00,305.013
2024-04-16 03:27:00,300.915
2024-04-16 03:28:00,294.525
2024-04-16 03:29:00,304.503
2024-04-16 03:30:00,304.605
2024-04-16 03:31:00,299.282
2024-04-16 03:32:00,301.532
2024-04-16 03:33:00,297.552
2024-04-16 03:34:00,307.145
2024-04-16 03:35:00,307.712
2024-04-16 03:36:00,307.694
2024-04-16 03:37:00,305.079
2024-04-16 03:38:00,304.542
2024-04-16 03:39:00,294.759
2024-04-16 03:40:00,307.167
2024-04-16 03:41:00,307.512
2024-04-16 03:42:00,299.838
2024-04-16 03:43:00,310.176
2024-04-16 03:44:00,321.172
2024-04-16 03:45:00,317.178
2024-04-16 03:46:00,311.244
2024-04-16 03:47:00,295.287
2024-04-16 03:48:00,303.194
2024-04-16 03:49:00,307.081
2024-04-16 03:50:00,301.295
2024-04-16 03:51:00,298.695
2024-04-16 03:52:00,300.659
2024-04-16 03:53:00,300.414
2024-04-16 03:54:00,298.487
2024-04-16 03:55:00,304.709
2024-04-16 03:56:00,301.646
2024-04-16 03:57:00,291.658
2024-04-16 03:58:00,297.184
2024-04-16 03:59:00,310.003
2024-04-16 04:00:00,307.0
2024-04-16 04:01:00,298.701
2024-04-16 04:02:00,294.889
2024-04-16 04:03:00,294.382
2024-04-16 04:04:00,310.399
2024-04-16 04:05:00,317.034
2024-04-16 04:06:00,317.032
2024-04-16 04:07:00,313.904
2024-04-16 04:08:00,303.122
2024-04-16 04:09:00,305.128
2024-04-16 04:10:00,308.031
2024-04-16 04:11:00,307.921
2024-04-16 04:12:00,311.217
2024-04-16 04:13:00,314.975
2024-04-16 04:14:00,309.168
2024-04-16 04:15:00,307.996
2024-04-16 04:16:00,304.848
2024-04-16 04:17:00,301.027
2024-04-16 04:18:00,303.282
2024-04-16 04:19:00,307.156
2024-04-16 04:20:00,307.749
2024-04-16 04:21:00,307.606
2024-04-16 04:22:00,297.297
2024-04-16 04:23:00,293.987
2024-04-16 04:24:00,298.269
2024-04-16 04:25:00,298.773
2024-04-16 04:26:00,296.038
2024-04-16 04:27:00,297.728
2024-04-16 04:28:00,297.261
2024-04-16 04:29:00,307.41
2024-04-16 04:30:00,309.331
2024-04-16 04:31:00,308.93
2024-04-16 04:32:00,300.606
2024-04-16 04:33:00,302.933
2024-04-16 04:34:00,300.958
2024-04-16 04:35:00,301.305
2024-04-16 04:36:00,302.878
2024-04-16 04:37:00,304.962
2024-04-16 04:38:00,303.188
2024-04-16 04:39:00,300.76
2024-04-16 04:40:00,308.668
2024-04-16 04:41:00,309.361
2024-04-16 04:42:00,303.708
2024-04-16 04:43:00,297.366
2024-04-16 04:44:00,301.899
2024-04-16 04:45:00,307.952
2024-04-16 04:46:00,307.915
2024-04-16 04:47:00,307.786
2024-04-16 04:48:00,306.759
2024-04-16 04:49:00,306.989
2024-04-16 04:50:00,307.696
2024-04-16 04:51:00,301.953
2024-04-16 04:52:00,298.007
2024-04-16 04:53:00,303.059
2024-04-16 04:54:00,306.828
2024-04-16 04:55:00,307.521
2024-04-16 04:56:00,307.65
2024-04-16 04:57:00,303.525
2024-04-16 04:58:00,302.934
2024-04-16 04:59:00,312.799
2024-04-16 05:00:00,310.846
2024-04-16 05:01:00,298.744
2024-04-16 05:02:00,300.789
2024-04-16 05:03:00,300.546
2024-04-16 05:04:00,298.749
2024-04-16 05:05:00,305.008
2024-04-16 05:06:00,304.879
2024-04-16 05:07:00,292.142
2024-04-16 05:08:00,300.531
2024-04-16 05:09:00,304.524
2024-04-16 05:10:00,305.318
2024-04-16 05:11:00,309.206
2024-04-16 05:12:00,304.997
2024-04-16 05:13:00,295.01
2024-04-16 05:14:00,304.464
2024-04-16 05:15:00,307.173
2024-04-16 05:16:00,301.403
2024-04-16 05:17:00,301.306
2024-04-16 05:18:00,300.271
2024-04-16 05:19:00,302.629
2024-04-16 05:20:00,303.026
2024-04-16 05:21:00,304.606
2024-04-16 05:22:00,300.545
2024-04-16 05:23:00,300.188
2024-04-16 05:24:00,301.007
2024-04-16 05:25:00,307.323
2024-04-16 05:26:00,308.108
2024-04-16 05:27:00,305.554
2024-04-16 05:28:00,304.616
2024-04-16 05:29:00,304.466
2024-04-16 05:30:00,298.878
2024-04-16 05:31:00,307.474
2024-04-16 05:32:00,303.49
2024-04-16 05:33:00,310.923
2024-04-16 05:34:00,316.374
2024-04-16 05:35:00,309.771
2024-04-16 05:36:00,308.112
2024-04-16 05:37:00,310.693
2024-04-16 05:38:00,316.52
2024-04-16 05:39:00,318.997
2024-04-16 05:40:00,319.097
2024-04-16 05:41:00,318.973
2024-04-16 05:42:00,310.844
2024-04-16 05:43:00,304.572
2024-04-16 05:44:00,307.055
2024-04-16 05:45:00,301.211
2024-04-16 05:46:00,309.033
2024-04-16 05:47:00,305.393
2024-04-16 05:48:00,299.133
2024-04-16 05:49:00,314.949
2024-04-16 05:50:00,319.415
2024-04-16 05:51:00,320.934
2024-04-16 05:52:00,311.568
2024-04-16 05:53:00,303.493
2024-04-16 05:54:00,307.37
2024-04-16 05:55:00,307.516
2024-04-16 05:56:00,306.887
2024-04-16 05:57:00,297.967
2024-04-16 05:58:00,305.044
2024-04-16 05:59:00,309.097
2024-04-16 06:00:00,308.746
2024-04-16 06:01:00,307.202
2024-04-16 06:02:00,314.224
2024-04-16 06:03:00,312.693
2024-04-16 06:04:00,308.754
2024-04-16 06:05:00,307.508
2024-04-16 06:06:00,302.923
2024-04-16 06:07:00,299.254
2024-04-16 06:08:00,298.552
2024-04-16 06:09:00,309.056
2024-04-16 06:10:00,309.381
2024-04-16 06:11:00,305.909
2024-04-16 06:12:00,298.661
2024-04-16 06:13:00,310.931
2024-04-16 06:14:00,319.379
2024-04-16 06:15:00,306.331
2024-04-16 06:16:00,307.723
2024-04-16 06:17:00,305.157
2024-04-16 06:18:00,298.437
2024-04-16 06:19:00,308.62
2024-04-16 06:20:00,319.412
2024-04-16 06:21:00,321.902
2024-04-16 06:22:00,316.806
2024-04-16 06:23:00,304.536
2024-04-16 06:24:00,306.887
2024-04-16 06:25:00,307.18
2024-04-16 06:26:00,307.371
2024-04-16 06:27:00,303.392
2024-04-16 06:28:00,303.256
2024-04-16 06:29:00,307.114
2024-04-16 06:30:00,308.101
2024-04-16 06:31:00,308.067
2024-04-16 06:32:00,304.648
2024-04-16 06:33:00,304.362
2024-04-16 06:34:00,303.31
2024-04-16 06:35:00,307.719
2024-04-16 06:36:00,308.408
2024-04-16 06:37:00,314.445
2024-04-16 06:38:00,315.279
2024-04-16 06:39:00,306.03
2024-04-16 06:40:00,308.998
2024-04-16 06:41:00,307.095
2024-04-16 06:42:00,303.204
2024-04-16 06:43:00,302.816
2024-04-16 06:44:00,302.666
2024-04-16 06:45:00,310.335
2024-04-16 06:46:00,316.493
2024-04-16 06:47:00,322.136
2024-04-16 06:48:00,321.799
2024-04-16 06:49:00,312.395
2024-04-16 06:50:00,316.618
2024-04-16 06:51:00,319.249
2024-04-16 06:52:00,315.646
2024-04-16 06:53:00,312.432
2024-04-16 06:54:00,315.486
2024-04-16 06:55:00,320.112
2024-04-16 06:56:00,319.12
2024-04-16 06:57:00,309.034
2024-04-16 06:58:00,302.638
2024-04-16 06:59:00,309.095
2024-04-16 07:00:00,319.255
2024-04-16 07:01:00,313.229
2024-04-16 07:02:00,303.822
2024-04-16 07:03:00,302.918
2024-04-16 07:04:00,308.598
2024-04-16 07:05:00,321.042
2024-04-16 07:06:00,323.372
2024-04-16 07:07:00,317.29
2024-04-16 07:08:00,309.062
2024-04-16 07:09:00,303.404
2024-04-16 07:10:00,313.36
2024-04-16 07:11:00,325.241
2024-04-16 07:12:00,309.74
2024-04-16 07:13:00,318.663
2024-04-16 07:14:00,320.158
2024-04-16 07:15:00,306.437
2024-04-16 07:16:00,307.353
2024-04-16 07:17:00,304.668
2024-04-16 07:18:00,304.511
2024-04-16 07:19:00,314.508
2024-04-16 07:20:00,320.555
2024-04-16 07:21:00,319.722
2024-04-16 07:22:00,315.309
2024-04-16 07:23:00,317.646
2024-04-16 07:24:00,317.32
2024-04-16 07:25:00,308.316
2024-04-16 07:26:00,313.448
2024-04-16 07:27:00,315.45
2024-04-16 07:28:00,315.587
2024-04-16 07:29:00,317.193
2024-04-16 07:30:00,314.796
2024-04-16 07:31:00,307.753
2024-04-16 07:32:00,309.302
2024-04-16 07:33:00,314.853
2024-04-16 07:34:00,306.23
2024-04-16 07:35:00,307.146
2024-04-16 07:36:00,313.21
2024-04-16 07:37:00,309.066
2024-04-16 07:38:00,304.183
2024-04-16 07:39:00,310.566
2024-04-16 07:40:00,324.73
2024-04-16 07:41:00,327.527
2024-04-16 07:42:00,315.071
2024-04-16 07:43:00,304.216
2024-04-16 07:44:00,308.737
2024-04-16 07:45:00,320.587
2024-04-16 07:46:00,320.55
2024-04-16 07:47:00,316.136
2024-04-16 07:48:00,315.299
2024-04-16 07:49:00,316.864
2024-04-16 07:50:00,321.174
2024-04-16 07:51:00,321.0
2024-04-16 07:52:00,317.241
2024-04-16 07:53:00,309.116
2024-04-16 07:54:00,303.109
2024-04-16 07:55:00,312.089
2024-04-16 07:56:00,319.393
2024-04-16 07:57:00,315.892
2024-04-16 07:58:00,315.842
2024-04-16 07:59:00,316.271
2024-04-16 08:00:00,321.867
2024-04-16 08:01:00,321.072
2024-04-16 08:02:00,315.023
2024-04-16 08:03:00,325.727
2024-04-16 08:04:00,325.377
2024-04-16 08:05:00,318.34
2024-04-16 08:06:00,309.07
2024-04-16 08:07:00,309.39
2024-04-16 08:08:00,315.825
2024-04-16 08:09:00,316.693
2024-04-16 08:10:00,321.47
2024-04-16 08:11:00,320.647
2024-04-16 08:12:00,316.964
2024-04-16 08:13:00,306.111
2024-04-16 08:14:00,302.992
2024-04-16 08:15:00,317.855
2024-04-16 08:16:00,320.417
2024-04-16 08:17:00,315.267
2024-04-16 08:18:00,314.935
2024-04-16 08:19:00,317.227
2024-04-16 08:20:00,320.658
2024-04-16 08:21:00,318.942
2024-04-16 08:22:00,320.716
2024-04-16 08:23:00,314.302
2024-04-16 08:24:00,303.36
2024-04-16 08:25:00,315.662
2024-04-16 08:26:00,320.801
2024-04-16 08:27:00,311.043
2024-04-16 08:28:00,304.767
2024-04-16 08:29:00,316.923
2024-04-16 08:30:00,323.936
2024-04-16 08:31:00,321.868
2024-04-16 08:32:00,304.877
2024-04-16 08:33:00,302.969
2024-04-16 08:34:00,310.853
2024-04-16 08:35:00,320.217
2024-04-16 08:36:00,319.652
2024-04-16 08:37:00,316.567
2024-04-16 08:38:00,313.845
2024-04-16 08:39:00,313.5
2024-04-16 08:40:00,322.733
2024-04-16 08:41:00,324.869
2024-04-16 08:42:00,317.239
2024-04-16 08:43:00,314.945
2024-04-16 08:44:00,310.821
2024-04-16 08:45:00,322.013
2024-04-16 08:46:00,322.02
2024-04-16 08:47:00,304.511
2024-04-16 08:48:00,314.732
2024-04-16 08:49:00,316.348
2024-04-16 08:50:00,309.756
2024-04-16 08:51:00,308.894
2024-04-16 08:52:00,310.072
2024-04-16 08:53:00,315.715
2024-04-16 08:54:00,315.765
2024-04-16 08:55:00,322.148
2024-04-16 08:56:00,322.891
2024-04-16 08:57:00,316.188
2024-04-16 08:58:00,316.554
2024-04-16 08:59:00,317.629
2024-04-16 09:00:00,320.222
2024-04-16 09:01:00,313.312
2024-04-16 09:02:00,302.313
2024-04-16 09:03:00,312.475
2024-04-16 09:04:00,316.416
2024-04-16 09:05:00,316.438
2024-04-16 09:06:00,319.725
2024-04-16 09:07:00,315.489
2024-04-16 09:08:00,316.394
2024-04-16 09:09:00,315.069
2024-04-16 09:10:00,319.411
2024-04-16 09:11:00,310.397
2024-04-16 09:12:00,302.943
2024-04-16 09:13:00,314.042
2024-04-16 09:14:00,315.59
2024-04-16 09:15:00,313.566
2024-04-16 09:16:00,309.509
2024-04-16 09:17:00,315.7
2024-04-16 09:18:00,315.457
2024-04-16 09:19:00,316.553
2024-04-16 09:20:00,321.225
2024-04-16 09:21:00,321.569
2024-04-16 09:22:00,311.169
2024-04-16 09:23:00,304.867
2024-04-16 09:24:00,311.401
2024-04-16 09:25:00,320.403
2024-04-16 09:26:00,313.549
2024-04-16 09:27:00,303.496
2024-04-16 09:28:00,303.569
2024-04-16 09:29:00,314.48
2024-04-16 09:30:00,321.461
2024-04-16 09:31:00,321.364
2024-04-16 09:32:00,315.629
2024-04-16 09:33:00,314.822
2024-04-16 09:34:00,316.77
2024-04-16 09:35:00,320.323
2024-04-16 09:36:00,313.548
2024-04-16 09:37:00,303.497
2024-04-16 09:38:00,304.715
2024-04-16 09:39:00,316.392
2024-04-16 09:40:00,322.418
2024-04-16 09:41:00,324.058
2024-04-16 09:42:00,318.911
2024-04-16 09:43:00,317.041
2024-04-16 09:44:00,316.146
2024-04-16 09:45:00,319.318
2024-04-16 09:46:00,318.786
2024-04-16 09:47:00,316.954
2024-04-16 09:48:00,318.719
2024-04-16 09:49:00,316.237
2024-04-16 09:50:00,328.012
2024-04-16 09:51:00,326.74
2024-04-16 09:52:00,315.828
2024-04-16 09:53:00,316.339
2024-04-16 09:54:00,316.552
2024-04-16 09:55:00,322.962
2024-04-16 09:56:00,322.178
2024-04-16 09:57:00,318.146
2024-04-16 09:58:00,315.943
2024-04-16 09:59:00,319.065
2024-04-16 10:00:00,323.964
2024-04-16 10:01:00,324.642
2024-04-16 10:02:00,319.595
2024-04-16 10:03:00,316.917
2024-04-16 10:04:00,318.881
2024-04-16 10:05:00,329.614
2024-04-16 10:06:00,334.345
2024-04-16 10:07:00,331.565
2024-04-16 10:08:00,316.885
2024-04-16 10:09:00,306.039
2024-04-16 10:10:00,308.69
2024-04-16 10:11:00,323.334
2024-04-16 10:12:00,323.613
2024-04-16 10:13:00,317.053
2024-04-16 10:14:00,316.95
2024-04-16 10:15:00,311.216
2024-04-16 10:16:00,315.164
2024-04-16 10:17:00,316.115
2024-04-16 10:18:00,314.327
2024-04-16 10:19:00,314.246
2024-04-16 10:20:00,322.446
2024-04-16 10:21:00,322.335
2024-04-16 10:22:00,316.395
2024-04-16 10:23:00,313.41
2024-04-16 10:24:00,307.127
2024-04-16 10:25:00,317.841
2024-04-16 10:26:00,319.89
2024-04-16 10:27:00,319.916
2024-04-16 10:28:00,313.355
2024-04-16 10:29:00,307.741
2024-04-16 10:30:00,319.096
2024-04-16 10:31:00,319.961
2024-04-16 10:32:00,321.665
2024-04-16 10:33:00,322.574
2024-04-16 10:34:00,321.608
2024-04-16 10:35:00,320.299
2024-04-16 10:36:00,312.809
2024-04-16 10:37:00,313.979
2024-04-16 10:38:00,314.823
2024-04-16 10:39:00,314.806
2024-04-16 10:40:00,310.529
2024-04-16 10:41:00,319.571
2024-04-16 10:42:00,318.694
2024-04-16 10:43:00,318.761
2024-04-16 10:44:00,319.105
2024-04-16 10:45:00,321.036
2024-04-16 10:46:00,321.109
2024-04-16 10:47:00,317.695
2024-04-16 10:48:00,316.591
2024-04-16 10:49:00,316.037
2024-04-16 10:50:00,321.121
2024-04-16 10:51:00,321.08
2024-04-16 10:52:00,315.388
2024-04-16 10:53:00,316.622
2024-04-16 10:54:00,316.303
2024-04-16 10:55:00,319.031
2024-04-16 10:56:00,321.518
2024-04-16 10:57:00,321.793
2024-04-16 10:58:00,321.68
2024-04-16 10:59:00,316.469
2024-04-16 11:00:00,321.311
2024-04-16 11:01:00,327.574
2024-04-16 11:02:00,323.561
2024-04-16 11:03:00,311.301
2024-04-16 11:04:00,315.471
2024-04-16 11:05:00,319.267
2024-04-16 11:06:00,312.155
2024-04-16 11:07:00,317.933
2024-04-16 11:08:00,315.428
2024-04-16 11:09:00,304.953
2024-04-16 11:10:00,313.306
2024-04-16 11:11:00,319.129
2024-04-16 11:12:00,311.152
2024-04-16 11:13:00,314.953
2024-04-16 11:14:00,320.229
2024-04-16 11:15:00,321.419
2024-04-16 11:16:00,320.4
2024-04-16 11:17:00,315.598
2024-04-16 11:18:00,315.224
2024-04-16 11:19:00,316.263
2024-04-16 11:20:00,320.457
2024-04-16 11:21:00,319.632
2024-04-16 11:22:00,310.8
2024-04-16 11:23:00,304.504
2024-04-16 11:24:00,313.794
2024-04-16 11:25:00,320.582
2024-04-16 11:26:00,320.521
2024-04-16 11:27:00,316.113
2024-04-16 11:28:00,316.581
2024-04-16 11:29:00,323.728
2024-04-16 11:30:00,320.231
2024-04-16 11:31:00,324.585
2024-04-16 11:32:00,321.13
2024-04-16 11:33:00,313.724
2024-04-16 11:34:00,308.845
2024-04-16 11:35:00,316.008
2024-04-16 11:36:00,320.602
2024-04-16 11:37:00,314.466
2024-04-16 11:38:00,317.483
2024-04-16 11:39:00,318.496
2024-04-16 11:40:00,319.086
2024-04-16 11:41:00,319.132
2024-04-16 11:42:00,309.957
2024-04-16 11:43:00,308.245
2024-04-16 11:44:00,316.475
2024-04-16 11:45:00,320.89
2024-04-16 11:46:00,323.274
2024-04-16 11:47:00,321.473
2024-04-16 11:48:00,320.855
2024-04-16 11:49:00,316.416
2024-04-16 11:50:00,320.595
2024-04-16 11:51:00,322.568
2024-04-16 11:52:00,318.541
2024-04-16 11:53:00,315.496
2024-04-16 11:54:00,315.9
2024-04-16 11:55:00,319.337
2024-04-16 11:56:00,318.698
2024-04-16 11:57:00,316.001
2024-04-16 11:58:00,316.541
2024-04-16 11:59:00,316.94
2024-04-16 12:00:00,319.513
2024-04-16 12:01:00,319.662
2024-04-16 12:02:00,315.672
2024-04-16 12:03:00,314.788
2024-04-16 12:04:00,315.978
2024-04-16 12:05:00,320.473
2024-04-16 12:06:00,321.319
2024-04-16 12:07:00,315.968
2024-04-16 12:08:00,316.457
2024-04-16 12:09:00,315.583
2024-04-16 12:10:00,309.965
2024-04-16 12:11:00,308.773
2024-04-16 12:12:00,314.621
2024-04-16 12:13:00,316.265
2024-04-16 12:14:00,319.837
2024-04-16 12:15:00,327.674
2024-04-16 12:16:00,322.458
2024-04-16 12:17:00,317.312
2024-04-16 12:18:00,321.508
2024-04-16 12:19:00,326.013
2024-04-16 12:20:00,325.38
2024-04-16 12:21:00,320.648
2024-04-16 12:22:00,316.522
2024-04-16 12:23:00,320.085
2024-04-16 12:24:00,326.524
2024-04-16 12:25:00,327.666
2024-04-16 12:26:00,327.338
2024-04-16 12:27:00,314.576
2024-04-16 12:28:00,314.979
2024-04-16 12:29:00,314.831
2024-04-16 12:30:00,320.455
2024-04-16 12:31:00,318.268
2024-04-16 12:32:00,314.062
2024-04-16 12:33:00,316.386
2024-04-16 12:34:00,316.601
2024-04-16 12:35:00,321.76
2024-04-16 12:36:00,321.759
2024-04-16 12:37:00,317.831
2024-04-16 12:38:00,310.657
2024-04-16 12:39:00,303.878
2024-04-16 12:40:00,314.836
2024-04-16 12:41:00,320.121
2024-04-16 12:42:00,314.647
2024-04-16 12:43:00,313.533
2024-04-16 12:44:00,313.294
2024-04-16 12:45:00,318.372
2024-04-16 12:46:00,320.17
2024-04-16 12:47:00,316.579
2024-04-16 12:48:00,314.937
2024-04-16 12:49:00,318.006
2024-04-16 12:50:00,320.945
2024-04-16 12:51:00,320.253
2024-04-16 12:52:00,317.085
2024-04-16 12:53:00,317.72
2024-04-16 12:54:00,315.269
2024-04-16 12:55:00,321.388
2024-04-16 12:56:00,320.676
2024-04-16 12:57:00,318.493
2024-04-16 12:58:00,320.096
2024-04-16 12:59:00,311.138
2024-04-16 13:00:00,307.378
2024-04-16 13:01:00,319.919
2024-04-16 13:02:00,318.956
2024-04-16 13:03:00,322.519
2024-04-16 13:04:00,321.306
2024-04-16 13:05:00,318.812
2024-04-16 13:06:00,319.571
2024-04-16 13:07:00,319.113
2024-04-16 13:08:00,309.676
2024-04-16 13:09:00,318.38
2024-04-16 13:10:00,320.542
2024-04-16 13:11:00,320.829
2024-04-16 13:12:00,318.988
2024-04-16 13:13:00,318.573
