point,web_response
2024-04-16 03:01:00,2696722.024
2024-04-16 03:02:00,2697915.509
2024-04-16 03:03:00,2719312.837
2024-04-16 03:04:00,2723640.743
2024-04-16 03:05:00,2718113.624
2024-04-16 03:06:00,2714083.313
2024-04-16 03:07:00,2679860.235
2024-04-16 03:08:00,2682170.159
2024-04-16 03:09:00,2723124.338
2024-04-16 03:10:00,2720966.134
2024-04-16 03:11:00,2716389.583
2024-04-16 03:12:00,2717043.913
2024-04-16 03:13:00,2716468.665
2024-04-16 03:14:00,2716225.153
2024-04-16 03:15:00,2725136.27
2024-04-16 03:16:00,2725340.728
2024-04-16 03:17:00,2718681.217
2024-04-16 03:18:00,2676879.645
2024-04-16 03:19:00,2678013.787
2024-04-16 03:20:00,2724799.383
2024-04-16 03:21:00,2713876.87
2024-04-16 03:22:00,2709485.827
2024-04-16 03:23:00,2713538.758
2024-04-16 03:24:00,2712857.978
2024-04-16 03:25:00,2752571.257
2024-04-16 03:26:00,2751958.472
2024-04-16 03:27:00,2716978.866
2024-04-16 03:28:00,2711920.916
2024-04-16 03:29:00,2709129.751
2024-04-16 03:30:00,2711561.489
2024-04-16 03:31:00,2708966.867
2024-04-16 03:32:00,2723135.887
2024-04-16 03:33:00,2724826.017
2024-04-16 03:34:00,2706829.637
2024-04-16 03:35:00,2712053.54
2024-04-16 03:36:00,2718330.427
2024-04-16 03:37:00,2694464.129
2024-04-16 03:38:00,2693557.327
2024-04-16 03:39:00,2715066.78
2024-04-16 03:40:00,2719195.615
2024-04-16 03:41:00,2714690.816
2024-04-16 03:42:00,2709947.194
2024-04-16 03:43:00,2693289.431
2024-04-16 03:44:00,2701926.69
2024-04-16 03:45:00,2684720.541
2024-04-16 03:46:00,2676790.923
2024-04-16 03:47:00,2710776.476
2024-04-16 03:48:00,2745317.613
2024-04-16 03:49:00,2747813.096
2024-04-16 03:50:00,2714800.816
2024-04-16 03:51:00,2718361.015
2024-04-16 03:52:00,2717881.57
2024-04-16 03:53:00,2712265.524
2024-04-16 03:54:00,2708189.333
2024-04-16 03:55:00,2711902.309
2024-04-16 03:56:00,2714536.974
2024-04-16 03:57:00,2716441.989
2024-04-16 03:58:00,2715075.86
2024-04-16 03:59:00,2714996.653
2024-04-16 04:00:00,2721533.887
2024-04-16 04:01:00,2712443.938
2024-04-16 04:02:00,2703389.076
2024-04-16 04:03:00,2706002.924
2024-04-16 04:04:00,2702647.545
2024-04-16 04:05:00,2670999.301
2024-04-16 04:06:00,2658227.055
2024-04-16 04:07:00,2664816.633
2024-04-16 04:08:00,2685320.917
2024-04-16 04:09:00,2709180.484
2024-04-16 04:10:00,2707144.603
2024-04-16 04:11:00,2707423.349
2024-04-16 04:12:00,2686308.358
2024-04-16 04:13:00,2677517.596
2024-04-16 04:14:00,2701802.278
2024-04-16 04:15:00,2753066.799
2024-04-16 04:16:00,2778335.724
2024-04-16 04:17:00,2745838.9
2024-04-16 04:18:00,2714842.799
2024-04-16 04:19:00,2718753.069
2024-04-16 04:20:00,2725855.267
2024-04-16 04:21:00,2724587.939
2024-04-16 04:22:00,2715607.086
2024-04-16 04:23:00,2712017.779
2024-04-16 04:24:00,2715715.847
2024-04-16 04:25:00,2712084.505
2024-04-16 04:26:00,2705460.721
2024-04-16 04:27:00,2705965.122
2024-04-16 04:28:00,2708525.727
2024-04-16 04:29:00,2708482.768
2024-04-16 04:30:00,2696910.887
2024-04-16 04:31:00,2712931.059
2024-04-16 04:32:00,2733068.683
2024-04-16 04:33:00,2722498.254
2024-04-16 04:34:00,2718437.428
2024-04-16 04:35:00,2716691.67
2024-04-16 04:36:00,2704913.307
2024-04-16 04:37:00,2705939.379
2024-04-16 04:38:00,2715932.872
2024-04-16 04:39:00,2736651.858
2024-04-16 04:40:00,2715668.204
2024-04-16 04:41:00,2697510.548
2024-04-16 04:42:00,2746314.342
2024-04-16 04:43:00,2744116.033
2024-04-16 04:44:00,2720750.726
2024-04-16 04:45:00,2719248.134
2024-04-16 04:46:00,2722283.614
2024-04-16 04:47:00,2750948.336
2024-04-16 04:48:00,2746518.137
2024-04-16 04:49:00,2714647.116
2024-04-16 04:50:00,2716376.509
2024-04-16 04:51:00,2762164.527
2024-04-16 04:52:00,2752969.92
2024-04-16 04:53:00,2711740.093
2024-04-16 04:54:00,2724289.07
2024-04-16 04:55:00,2726524.881
2024-04-16 04:56:00,2719407.936
2024-04-16 04:57:00,2714316.446
2024-04-16 04:58:00,2714843.953
2024-04-16 04:59:00,2718461.838
2024-04-16 05:00:00,2719876.1
2024-04-16 05:01:00,2717693.436
2024-04-16 05:02:00,2711694.454
2024-04-16 05:03:00,2708344.893
2024-04-16 05:04:00,2711802.299
2024-04-16 05:05:00,2714743.895
2024-04-16 05:06:00,2722669.884
2024-04-16 05:07:00,2719904.434
2024-04-16 05:08:00,2719376.552
2024-04-16 05:09:00,2722806.025
2024-04-16 05:10:00,2713976.481
2024-04-16 05:11:00,2690140.021
2024-04-16 05:12:00,2696607.672
2024-04-16 05:13:00,2718920.071
2024-04-16 05:14:00,2711138.24
2024-04-16 05:15:00,2714209.776
2024-04-16 05:16:00,2718589.615
2024-04-16 05:17:00,2714124.246
2024-04-16 05:18:00,2716788.687
2024-04-16 05:19:00,2702404.478
2024-04-16 05:20:00,2705695.188
2024-04-16 05:21:00,2724198.431
2024-04-16 05:22:00,2722620.96
2024-04-16 05:23:00,2725025.344
2024-04-16 05:24:00,2719310.044
2024-04-16 05:25:00,2715208.565
2024-04-16 05:26:00,2717864.562
2024-04-16 05:27:00,2703638.671
2024-04-16 05:28:00,2705044.219
2024-04-16 05:29:00,2718793.09
2024-04-16 05:30:00,2744409.101
2024-04-16 05:31:00,2746433.094
2024-04-16 05:32:00,2725809.058
2024-04-16 05:33:00,2698583.331
2024-04-16 05:34:00,2678374.669
2024-04-16 05:35:00,2701969.735
2024-04-16 05:36:00,2721740.75
2024-04-16 05:37:00,2727326.037
2024-04-16 05:38:00,2686201.75
2024-04-16 05:39:00,2670077.059
2024-04-16 05:40:00,2693176.548
2024-04-16 05:41:00,2680769.333
2024-04-16 05:42:00,2680682.466
2024-04-16 05:43:00,2707091.337
2024-04-16 05:44:00,2732032.93
2024-04-16 05:45:00,2730030.907
2024-04-16 05:46:00,2704136.645
2024-04-16 05:47:00,2684612.02
2024-04-16 05:48:00,2704857.519
2024-04-16 05:49:00,2695735.47
2024-04-16 05:50:00,2671885.031
2024-04-16 05:51:00,2659650.14
2024-04-16 05:52:00,2691913.171
2024-04-16 05:53:00,2729195.72
2024-04-16 05:54:00,2734117.201
2024-04-16 05:55:00,2833962.081
2024-04-16 05:56:00,2825359.236
2024-04-16 05:57:00,2726625.448
2024-04-16 05:58:00,2711559.95
2024-04-16 05:59:00,2685933.803
2024-04-16 06:00:00,2705407.999
2024-04-16 06:01:00,2729004.116
2024-04-16 06:02:00,2700088.845
2024-04-16 06:03:00,2679675.87
2024-04-16 06:04:00,2701499.782
2024-04-16 06:05:00,2724599.938
2024-04-16 06:06:00,2699723.292
2024-04-16 06:07:00,2699510.667
2024-04-16 06:08:00,2721036.055
2024-04-16 06:09:00,2698077.106
2024-04-16 06:10:00,2700000.313
2024-04-16 06:11:00,2727346.065
2024-04-16 06:12:00,2726819.147
2024-04-16 06:13:00,2696646.523
2024-04-16 06:14:00,2677211.862
2024-04-16 06:15:00,2697986.006
2024-04-16 06:16:00,2721481.302
2024-04-16 06:17:00,2703270.2
2024-04-16 06:18:00,2686894.164
2024-04-16 06:19:00,2691787.906
2024-04-16 06:20:00,2689060.89
2024-04-16 06:21:00,2659279.461
2024-04-16 06:22:00,2661563.917
2024-04-16 06:23:00,2712262.342
2024-04-16 06:24:00,2733201.968
2024-04-16 06:25:00,2726478.095
2024-04-16 06:26:00,2741381.976
2024-04-16 06:27:00,2747071.736
2024-04-16 06:28:00,2732352.75
2024-04-16 06:29:00,2726780.251
2024-04-16 06:30:00,2730293.969
2024-04-16 06:31:00,2738440.314
2024-04-16 06:32:00,2713917.663
2024-04-16 06:33:00,2712099.42
2024-04-16 06:34:00,2739928.015
2024-04-16 06:35:00,2748843.367
2024-04-16 06:36:00,2742357.019
2024-04-16 06:37:00,2706457.554
2024-04-16 06:38:00,2691926.6
2024-04-16 06:39:00,2702765.459
2024-04-16 06:40:00,2719317.9
2024-04-16 06:41:00,2728015.974
2024-04-16 06:42:00,2733904.168
2024-04-16 06:43:00,2746058.795
2024-04-16 06:44:00,2736017.229
2024-04-16 06:45:00,2727027.773
2024-04-16 06:46:00,2695640.798
2024-04-16 06:47:00,2705268.411
2024-04-16 06:48:00,2700130.739
2024-04-16 06:49:00,2675791.33
2024-04-16 06:50:00,2679326.983
2024-04-16 06:51:00,2683014.935
2024-04-16 06:52:00,2692505.305
2024-04-16 06:53:00,2704418.296
2024-04-16 06:54:00,2686705.973
2024-04-16 06:55:00,2686509.284
2024-04-16 06:56:00,2692998.845
2024-04-16 06:57:00,2699791.18
2024-04-16 06:58:00,2744209.637
2024-04-16 06:59:00,2734651.951
2024-04-16 07:00:00,2685035.473
2024-04-16 07:01:00,2687234.544
2024-04-16 07:02:00,2727482.149
2024-04-16 07:03:00,2728177.129
2024-04-16 07:04:00,2726558.055
2024-04-16 07:05:00,2684560.307
2024-04-16 07:06:00,2661405.715
2024-04-16 07:07:00,2663665.317
2024-04-16 07:08:00,2714328.815
2024-04-16 07:09:00,2752841.313
2024-04-16 07:10:00,2730268.256
2024-04-16 07:11:00,2694970.579
2024-04-16 07:12:00,2694129.7
2024-04-16 07:13:00,2709799.297
2024-04-16 07:14:00,2723047.371
2024-04-16 07:15:00,2739635.188
2024-04-16 07:16:00,2730303.702
2024-04-16 07:17:00,2712985.488
2024-04-16 07:18:00,2730994.092
2024-04-16 07:19:00,2711365.401
2024-04-16 07:20:00,2682407.71
2024-04-16 07:21:00,2693720.572
2024-04-16 07:22:00,2697097.045
2024-04-16 07:23:00,2682997.657
2024-04-16 07:24:00,2684167.734
2024-04-16 07:25:00,2722437.763
2024-04-16 07:26:00,2740991.32
2024-04-16 07:27:00,2693137.594
2024-04-16 07:28:00,2675383.838
2024-04-16 07:29:00,2671958.151
2024-04-16 07:30:00,2688118.595
2024-04-16 07:31:00,2732580.021
2024-04-16 07:32:00,2732771.565
2024-04-16 07:33:00,2699573.704
2024-04-16 07:34:00,2697498.351
2024-04-16 07:35:00,2738712.543
2024-04-16 07:36:00,2757797.357
2024-04-16 07:37:00,2754112.623
2024-04-16 07:38:00,2712348.917
2024-04-16 07:39:00,2715245.09
2024-04-16 07:40:00,2705000.598
2024-04-16 07:41:00,2709240.35
2024-04-16 07:42:00,2727398.894
2024-04-16 07:43:00,2717804.511
2024-04-16 07:44:00,2736285.054
2024-04-16 07:45:00,2699168.839
2024-04-16 07:46:00,2699417.478
2024-04-16 07:47:00,2741795.086
2024-04-16 07:48:00,2743737.487
2024-04-16 07:49:00,2713982.663
2024-04-16 07:50:00,2708070.361
2024-04-16 07:51:00,2711924.173
2024-04-16 07:52:00,2686265.677
2024-04-16 07:53:00,2698061.279
2024-04-16 07:54:00,2732799.723
2024-04-16 07:55:00,2756544.294
2024-04-16 07:56:00,2705563.242
2024-04-16 07:57:00,2674487.787
2024-04-16 07:58:00,2684568.771
2024-04-16 07:59:00,2677841.726
2024-04-16 08:00:00,2687901.536
2024-04-16 08:01:00,2719074.338
2024-04-16 08:02:00,2736789.47
2024-04-16 08:03:00,2680218.09
2024-04-16 08:04:00,2683736.942
2024-04-16 08:05:00,2697170.418
2024-04-16 08:06:00,2728836.78
2024-04-16 08:07:00,2765335.942
2024-04-16 08:08:00,2715660.586
2024-04-16 08:09:00,2662437.641
2024-04-16 08:10:00,2672471.017
2024-04-16 08:11:00,2685387.6
2024-04-16 08:12:00,2680050.398
2024-04-16 08:13:00,2703916.496
2024-04-16 08:14:00,2736323.304
2024-04-16 08:15:00,2710536.533
2024-04-16 08:16:00,2691773.167
2024-04-16 08:17:00,2696798.583
2024-04-16 08:18:00,2680058.257
2024-04-16 08:19:00,2667717.168
2024-04-16 08:20:00,2666125.63
2024-04-16 08:21:00,2682959.69
2024-04-16 08:22:00,2672558.478
2024-04-16 08:23:00,2680795.832
2024-04-16 08:24:00,2738380.582
2024-04-16 08:25:00,2718117.685
2024-04-16 08:26:00,2685354.808
2024-04-16 08:27:00,2683647.468
2024-04-16 08:28:00,2699351.136
2024-04-16 08:29:00,2707996.157
2024-04-16 08:30:00,2750152.537
2024-04-16 08:31:00,2734063.648
2024-04-16 08:32:00,2717283.748
2024-04-16 08:33:00,2742305.993
2024-04-16 08:34:00,2727334.834
2024-04-16 08:35:00,2698492.713
2024-04-16 08:36:00,2681116.952
2024-04-16 08:37:00,2691257.905
2024-04-16 08:38:00,2720178.693
2024-04-16 08:39:00,2708954.981
2024-04-16 08:40:00,2694803.646
2024-04-16 08:41:00,2715952.054
2024-04-16 08:42:00,2705748.959
2024-04-16 08:43:00,2698060.18
2024-04-16 08:44:00,2691980.958
2024-04-16 08:45:00,2694691.433
2024-04-16 08:46:00,2711052.86
2024-04-16 08:47:00,2726483.491
2024-04-16 08:48:00,2703752.368
2024-04-16 08:49:00,2712095.025
2024-04-16 08:50:00,2750378.962
2024-04-16 08:51:00,2729215.525
2024-04-16 08:52:00,2761362.553
2024-04-16 08:53:00,2734372.416
2024-04-16 08:54:00,2714421.833
2024-04-16 08:55:00,2717770.883
2024-04-16 08:56:00,2679978.739
2024-04-16 08:57:00,2704684.146
2024-04-16 08:58:00,2693892.452
2024-04-16 08:59:00,2702418.83
2024-04-16 09:00:00,2720329.985
2024-04-16 09:01:00,2718830.44
2024-04-16 09:02:00,2743176.121
2024-04-16 09:03:00,2719759.928
2024-04-16 09:04:00,2723135.398
2024-04-16 09:05:00,2736531.384
2024-04-16 09:06:00,2731326.905
2024-04-16 09:07:00,2739395.79
2024-04-16 09:08:00,2716509.081
2024-04-16 09:09:00,2694070.121
2024-04-16 09:10:00,2699560.457
2024-04-16 09:11:00,2717860.235
2024-04-16 09:12:00,2752579.616
2024-04-16 09:13:00,2721615.427
2024-04-16 09:14:00,2697754.845
2024-04-16 09:15:00,2724214.427
2024-04-16 09:16:00,2737422.075
2024-04-16 09:17:00,2732600.929
2024-04-16 09:18:00,2713760.211
2024-04-16 09:19:00,2686037.452
2024-04-16 09:20:00,2692854.603
2024-04-16 09:21:00,2681111.207
2024-04-16 09:22:00,2737029.026
2024-04-16 09:23:00,2764355.607
2024-04-16 09:24:00,2731684.034
2024-04-16 09:25:00,2739986.205
2024-04-16 09:26:00,2735320.914
2024-04-16 09:27:00,2772435.18
2024-04-16 09:28:00,2788595.332
2024-04-16 09:29:00,2737722.256
2024-04-16 09:30:00,2700933.063
2024-04-16 09:31:00,2711011.663
2024-04-16 09:32:00,2715464.802
2024-04-16 09:33:00,2713816.851
2024-04-16 09:34:00,2730275.65
2024-04-16 09:35:00,2715388.976
2024-04-16 09:36:00,2724521.267
2024-04-16 09:37:00,2756790.949
2024-04-16 09:38:00,2741156.273
2024-04-16 09:39:00,2697600.03
2024-04-16 09:40:00,2704737.718
2024-04-16 09:41:00,2739808.918
2024-04-16 09:42:00,2731404.533
2024-04-16 09:43:00,2689144.211
2024-04-16 09:44:00,2690420.479
2024-04-16 09:45:00,2727451.347
2024-04-16 09:46:00,2756604.924
2024-04-16 09:47:00,2711352.971
2024-04-16 09:48:00,2732995.236
2024-04-16 09:49:00,2752641.846
2024-04-16 09:50:00,2710083.289
2024-04-16 09:51:00,2704986.856
2024-04-16 09:52:00,2713855.558
2024-04-16 09:53:00,2769982.636
2024-04-16 09:54:00,2748098.09
2024-04-16 09:55:00,2705048.759
2024-04-16 09:56:00,2711286.489
2024-04-16 09:57:00,2708852.211
2024-04-16 09:58:00,2752386.085
2024-04-16 09:59:00,2745287.001
2024-04-16 10:00:00,2734083.624
2024-04-16 10:01:00,2782085.957
2024-04-16 10:02:00,2752297.728
2024-04-16 10:03:00,2703470.38
2024-04-16 10:04:00,2704183.635
2024-04-16 10:05:00,2746328.872
2024-04-16 10:06:00,2742426.719
2024-04-16 10:07:00,2696394.242
2024-04-16 10:08:00,2703445.813
2024-04-16 10:09:00,2728832.512
2024-04-16 10:10:00,2738557.195
2024-04-16 10:11:00,2699211.008
2024-04-16 10:12:00,2700697.564
2024-04-16 10:13:00,2700596.312
2024-04-16 10:14:00,2696473.019
2024-04-16 10:15:00,2725471.425
2024-04-16 10:16:00,2752533.931
2024-04-16 10:17:00,2712783.586
2024-04-16 10:18:00,2684678.403
2024-04-16 10:19:00,2699267.2
2024-04-16 10:20:00,2703532.238
2024-04-16 10:21:00,2716022.868
2024-04-16 10:22:00,2734828.658
2024-04-16 10:23:00,2744545.947
2024-04-16 10:24:00,2748482.416
2024-04-16 10:25:00,2726489.022
2024-04-16 10:26:00,2735511.542
2024-04-16 10:27:00,2738924.786
2024-04-16 10:28:00,2732304.628
2024-04-16 10:29:00,2749399.192
2024-04-16 10:30:00,2723845.481
2024-04-16 10:31:00,2719150.412
2024-04-16 10:32:00,2714118.295
2024-04-16 10:33:00,2699738.013
2024-04-16 10:34:00,2685963.049
2024-04-16 10:35:00,2697698.452
2024-04-16 10:36:00,2747468.537
2024-04-16 10:37:00,2743754.53
2024-04-16 10:38:00,2723956.455
2024-04-16 10:39:00,2761116.396
2024-04-16 10:40:00,2791923.284
2024-04-16 10:41:00,2754827.277
2024-04-16 10:42:00,2698355.309
2024-04-16 10:43:00,2737267.226
2024-04-16 10:44:00,2815127.371
2024-04-16 10:45:00,2822070.353
2024-04-16 10:46:00,2701618.839
2024-04-16 10:47:00,2671843.242
2024-04-16 10:48:00,2687003.31
2024-04-16 10:49:00,2740610.376
2024-04-16 10:50:00,2727982.828
2024-04-16 10:51:00,2712246.377
2024-04-16 10:52:00,2739683.755
2024-04-16 10:53:00,2721556.081
2024-04-16 10:54:00,2691337.752
2024-04-16 10:55:00,2689644.291
2024-04-16 10:56:00,2706097.926
2024-04-16 10:57:00,2773674.203
2024-04-16 10:58:00,2754518.8
2024-04-16 10:59:00,2685219.621
2024-04-16 11:00:00,2709658.05
2024-04-16 11:01:00,2703035.0
2024-04-16 11:02:00,2681523.952
2024-04-16 11:03:00,2708824.152
2024-04-16 11:04:00,2717745.727
2024-04-16 11:05:00,2715757.945
2024-04-16 11:06:00,2718293.192
2024-04-16 11:07:00,2696325.594
2024-04-16 11:08:00,2695523.203
2024-04-16 11:09:00,2828049.001
2024-04-16 11:10:00,2860082.206
2024-04-16 11:11:00,2736825.669
2024-04-16 11:12:00,2718815.479
2024-04-16 11:13:00,2736532.656
2024-04-16 11:14:00,2743203.349
2024-04-16 11:15:00,2771879.022
2024-04-16 11:16:00,2749793.714
2024-04-16 11:17:00,2688243.847
2024-04-16 11:18:00,2698011.172
2024-04-16 11:19:00,2693413.75
2024-04-16 11:20:00,2679620.109
2024-04-16 11:21:00,2684894.686
2024-04-16 11:22:00,2706970.858
2024-04-16 11:23:00,2734362.339
2024-04-16 11:24:00,2731215.832
2024-04-16 11:25:00,2721779.776
2024-04-16 11:26:00,2727562.095
2024-04-16 11:27:00,2766146.409
2024-04-16 11:28:00,2737723.103
2024-04-16 11:29:00,2723086.213
2024-04-16 11:30:00,2728186.482
2024-04-16 11:31:00,2720963.969
2024-04-16 11:32:00,2749063.455
2024-04-16 11:33:00,2755884.002
2024-04-16 11:34:00,2771238.432
2024-04-16 11:35:00,2768509.516
2024-04-16 11:36:00,2741859.49
2024-04-16 11:37:00,2710202.677
2024-04-16 11:38:00,2690757.219
2024-04-16 11:39:00,2706313.688
2024-04-16 11:40:00,2714615.914
2024-04-16 11:41:00,2714605.884
2024-04-16 11:42:00,2751233.435
2024-04-16 11:43:00,2758118.531
2024-04-16 11:44:00,2766247.91
2024-04-16 11:45:00,2705273.931
2024-04-16 11:46:00,2694282.453
2024-04-16 11:47:00,2767934.165
